"subject_idx","response","rt","response_key","zConf","strength_corr","strenght_chosen"
1232,1,1.11909204741,"left",1.12411077717894,-0.181374515542749,-0.181374515542749
1232,1,2.88900311131,"right",-1.0489422753615,-0.0250111681492221,-0.0250111681492221
1232,0,2.25485939928,"right",-1.13094427734416,0.0852033507496356,-0.0852033507496356
1232,0,1.36976263796,"right",-1.62295628924011,0.107621552009439,-0.107621552009439
1232,1,1.01936591574,"left",1.16511177817027,0.0928350220417776,0.0928350220417776
1232,1,1.73690378597,"left",-1.66395729023143,-0.19552448616723,-0.19552448616723
1232,1,1.05263830095,"left",1.12411077717894,-0.198223029594432,-0.198223029594432
1232,1,1.068901722,"left",1.16511177817027,-0.294604285702209,-0.294604285702209
1232,1,1.85376233304,"left",1.16511177817027,-0.228439079233997,-0.228439079233997
1232,1,1.08566549037,"left",1.16511177817027,-0.219481558446627,-0.219481558446627
1232,1,1.26930035004,"left",1.16511177817027,-0.204885332682376,-0.204885332682376
1232,1,1.21924912062,"left",1.16511177817027,-0.0742466101555967,-0.0742466101555967
1232,1,2.02074862653,"right",-1.08994327635283,0.0851641025169436,0.0851641025169436
1232,1,2.42147875245,"right",-1.13094427734416,0.10093508526824,0.10093508526824
1232,1,1.28604818922,"left",1.16511177817027,-0.0428096716705967,-0.0428096716705967
1232,1,0.968716488251,"left",0.263089756361027,-0.158452984330387,-0.158452984330387
1232,1,1.75360269977,"right",0.386092759335014,-0.0457235855636686,-0.0457235855636686
1232,1,2.07081806075,"right",0.673099766274316,-0.0495395590690394,-0.0495395590690394
1232,1,1.08571498465,"left",0.960106773213619,0.0476594881376164,0.0476594881376164
1232,1,1.80371906821,"right",-1.3359492823008,0.104585419346449,0.104585419346449
1232,1,2.004017001,"right",-1.25394728031815,0.15525574965668,0.15525574965668
1232,1,0.718260941791,"left",1.16511177817027,0.0158161351961094,0.0158161351961094
1232,1,2.17101268134,"left",0.591097764291659,-0.0959493802188683,-0.0959493802188683
1232,1,2.1376979131,"left",1.16511177817027,-0.133628073232798,-0.133628073232798
1232,1,1.18584361288,"left",1.16511177817027,-0.0230201810924744,-0.0230201810924744
1232,1,1.93723642164,"left",1.12411077717894,-0.155472334272529,-0.155472334272529
1232,0,2.3547786724,"right",-0.474928261482894,0.0754286921794463,-0.0754286921794463
1232,0,1.10235245728,"right",0.304090757352356,0.0524719548338781,-0.0524719548338781
1232,1,0.985454087232,"left",1.04210877519628,-0.160524195912976,-0.160524195912976
1232,1,1.05228558311,"left",1.16511177817027,-0.313245592536517,-0.313245592536517
1232,1,0.902729239569,"left",1.16511177817027,0.0172477824385408,0.0172477824385408
1232,1,2.13762879179,"right",-1.54095428725745,0.158321321980436,0.158321321980436
1232,1,0.835231277651,"left",0.673099766274317,-0.120530482345328,-0.120530482345328
1232,0,2.72203189366,"right",-1.13094427734416,0.161375640514815,-0.161375640514815
1232,1,2.82225439034,"right",-1.78696029320542,0.138541023467967,0.138541023467967
1232,1,0.901939037843,"left",0.345091758343685,-0.11953406878242,-0.11953406878242
1232,1,0.835240664497,"left",1.04210877519628,-0.389768102066528,-0.389768102066528
1232,1,2.43822460048,"right",0.263089756361027,0.0158756775689575,0.0158756775689575
1232,0,1.60334803181,"right",1.16511177817027,-0.138503244291839,0.138503244291839
1232,1,1.13568884371,"left",1.16511177817027,-0.235002782222806,-0.235002782222806
1232,1,1.65352299692,"left",0.796102769248304,-0.208848558019979,-0.208848558019979
1232,0,2.3713913979,"right",-1.13094427734416,0.226754825675062,-0.226754825675062
1232,1,1.33670273681,"left",0.878104771230961,0.0764834453463676,0.0764834453463676
1232,0,1.18577619826,"right",-0.515929262474223,0.0825678597140694,-0.0825678597140694
1232,1,1.48644596391,"right",0.181087754378369,0.00668456375838926,0.00668456375838926
1232,1,0.718326934159,"right",1.16511177817026,0.22220370392416,0.22220370392416
1232,1,1.63639968392,"right",0.837103770239632,0.0999427300350105,0.0999427300350105
1232,1,2.00401728545,"left",-0.105919252560934,-0.12277326078883,-0.12277326078883
1232,1,1.87046636693,"right",0.263089756361027,0.150816483955506,0.150816483955506
1232,1,0.968952581638,"left",0.755101768256975,-0.108461296036688,-0.108461296036688
1232,1,1.46974733456,"right",0.55009676330033,0.25954351013629,0.25954351013629
1232,1,1.1523974288,"left",0.673099766274317,-0.305404541834145,-0.305404541834145
1232,1,1.13616956398,"left",1.16511177817027,-0.191133936452667,-0.191133936452667
1232,1,0.886460129516,"left",1.16511177817027,-0.0564967309573153,-0.0564967309573153
1232,1,1.13544478572,"left",1.16511177817027,-0.0786456255863731,-0.0786456255863731
1232,1,1.08564785448,"left",1.08310977618761,0.126427238885227,0.126427238885227
1232,1,1.06902631104,"left",1.04210877519628,0.184309815651086,0.184309815651086
1232,1,0.985678518176,"left",1.16511177817027,0.0169053433540348,0.0169053433540348
1232,1,0.935347390087,"right",1.16511177817026,0.0919805851111948,0.0919805851111948
1232,1,1.08567629947,"left",-0.679933266439539,-0.100647327541386,-0.100647327541386
1232,1,1.08559921355,"left",0.878104771230961,-0.223189832334612,-0.223189832334612
1232,1,0.834887946665,"right",1.16511177817026,0.0617935384442664,0.0617935384442664
1232,1,1.0857107179,"left",0.345091758343685,-0.0565768060567466,-0.0565768060567466
1232,1,2.85562547965,"right",-1.58195528824878,0.227613631513373,0.227613631513373
1232,1,0.985916602713,"left",1.16511177817027,0.032146633001666,0.032146633001666
1232,1,1.5196611747,"right",0.837103770239632,-0.0102982472756874,-0.0102982472756874
1232,1,1.08567345497,"left",-0.433927260491565,-0.127913846485734,-0.127913846485734
1232,1,1.4362818079,"right",0.0990857523957112,0.110234964569519,0.110234964569519
1232,1,1.30251243188,"left",0.181087754378369,-0.0473488968131251,-0.0473488968131251
1232,1,2.07079217581,"left",0.714100767265646,0.0457007596410065,0.0457007596410065
1232,1,2.38812359233,"right",-0.515929262474223,0.034733889676021,0.034733889676021
1232,1,1.53649036654,"right",-0.433927260491565,0.0161891860385656,0.0161891860385656
1232,1,1.2860902878,"left",0.263089756361027,-0.0149016165047617,-0.0149016165047617
1232,0,2.08757585567,"right",0.14008675338704,-0.00474009858137424,0.00474009858137424
1232,1,1.55319582268,"left",-0.63893226544821,-0.0674414468230769,-0.0674414468230769
1232,1,1.11896176937,"left",-0.105919252560934,-0.175162613331627,-0.175162613331627
1232,1,1.60327976384,"right",-0.515929262474223,-0.00932856775789728,-0.00932856775789728
1232,0,1.35281084824,"right",-1.54095428725745,-0.0305315009629115,0.0305315009629115
1232,0,1.82068308929,"right",-1.17194527833549,-0.290732655933161,0.290732655933161
1232,0,1.38659894105,"right",-1.45895228527479,-0.133779155285649,0.133779155285649
1232,0,1.43630342609,"right",0.796102769248304,-0.13710452757338,0.13710452757338
1232,0,2.17107867371,"right",1.16511177817027,0.0955383755791176,-0.0955383755791176
1232,1,1.82034999849,"right",-1.86896229518808,0.102832235672408,0.102832235672408
1232,0,1.45306349661,"right",-1.70495829122276,0.0301286569657625,-0.0301286569657625
1232,1,1.72017386714,"right",-0.679933266439539,-0.0617963166883905,-0.0617963166883905
1232,1,1.92057221073,"left",-0.187921254543592,-0.0397885442735427,-0.0397885442735427
1232,1,1.51939123178,"right",-0.187921254543592,0.0915543975317662,0.0915543975317662
1232,1,1.67008366808,"right",-1.0489422753615,-0.0211144831148705,-0.0211144831148705
1232,1,2.85568549858,"right",-0.884938271396184,0.101657243905919,0.101657243905919
1232,1,1.50314516216,"right",-1.62295628924011,0.279230000738905,0.279230000738905
1232,1,1.1357110308,"right",-0.0649182515696048,0.0909460737077508,0.0909460737077508
1232,1,1.48672557813,"left",0.345091758343685,-0.0853063624161532,-0.0853063624161532
1232,1,2.33805870931,"right",-1.58195528824878,0.0803101663873698,0.0803101663873698
1232,1,1.90420524992,"right",-1.78696029320542,0.145608160664943,0.145608160664943
1232,0,1.18577676716,"right",0.427093760326343,-0.179720488930678,0.179720488930678
1232,1,1.36944974311,"left",1.16511177817027,-0.0834194794863053,-0.0834194794863053
1232,0,2.67195165035,"right",-1.62295628924011,-0.0273042569439967,0.0273042569439967
1232,1,2.05416124553,"right",-0.228922255534921,-0.313573518013851,-0.313573518013851
1232,0,2.05416039218,"right",-1.62295628924011,0.24238383013619,-0.24238383013619
1232,1,0.918652174135,"left",0.0580847514043822,0.0357155613763543,0.0357155613763543
1232,0,1.80367412513,"right",-1.45895228527479,-0.239823795064502,0.239823795064502
1232,1,1.8037503577,"right",-0.556930263465552,0.258710703249742,0.258710703249742
1232,1,1.16910857394,"left",0.181087754378369,0.0926176702755381,0.0926176702755381
1232,1,1.50307860089,"left",-0.597931264456881,-0.0839150687759684,-0.0839150687759684
1232,0,2.0541165869,"right",-0.146920253552263,0.24665336585296,-0.24665336585296
1232,1,1.11905393113,"left",0.960106773213619,-0.243990794840515,-0.243990794840515
1232,1,2.33781379798,"left",1.00110777420495,-0.0301651932948516,-0.0301651932948516
1232,0,2.48830455933,"right",-1.41795128428346,2.71546005043265e-05,-2.71546005043265e-05
1232,1,1.18577392266,"left",-1.70495829122276,-0.184748744069141,-0.184748744069141
1232,1,1.77032266286,"right",-1.49995328626612,0.0713844627876641,0.0713844627876641
1232,1,0.918171453864,"right",1.16511177817026,0.0680815581197099,0.0680815581197099
1232,1,1.703550617,"right",0.673099766274316,-0.0956238982491379,-0.0956238982491379
1232,1,0.885835193161,"left",-1.0489422753615,-0.103033773915362,-0.103033773915362
1232,1,0.935168186672,"right",-1.08994327635283,0.16668873768177,0.16668873768177
1232,1,1.16947096307,"left",-0.187921254543592,0.0177992379317608,0.0177992379317608
1232,1,0.968773378224,"left",0.386092759335014,-0.0678843805795697,-0.0678843805795697
1232,0,1.4196730647,"right",0.0170837504130532,-0.00774556783549511,0.00774556783549511
1232,1,2.17158101218,"right",-0.351925258508908,0.0185073849291858,0.0185073849291858
1232,1,0.852009268514,"left",-0.515929262474223,-0.225226970554369,-0.225226970554369
1232,1,1.05224547568,"left",1.00110777420495,-0.0881063855864689,-0.0881063855864689
1232,1,1.23594718107,"left",-0.310924257517578,0.127197456750026,0.127197456750026
1232,1,1.93768841248,"right",-0.310924257517579,0.18098286077349,0.18098286077349
1232,1,1.2697153624,"left",-0.0239172505782758,0.0688239027644354,0.0688239027644354
1232,1,2.7889424666,"right",-0.515929262474223,-0.146306841073884,-0.146306841073884
1232,1,1.35281283938,"left",-1.25394728031814,0.0725332420247674,0.0725332420247674
1232,1,1.13578669446,"right",-0.679933266439539,0.0231920492376101,0.0231920492376101
1232,1,1.40342813289,"right",-0.597931264456881,-0.0713078416928949,-0.0713078416928949
1232,1,1.30264811447,"right",0.222088755369698,0.0160046318934665,0.0160046318934665
1232,1,2.30455449746,"right",0.632098765282988,0.0676943395379958,0.0676943395379958
1232,1,1.98739943986,"right",-1.54095428725745,-0.0277354225887449,-0.0277354225887449
1232,1,0.818482869576,"left",1.16511177817027,-0.0924356042475492,-0.0924356042475492
1232,1,1.25263869918,"left",1.16511177817027,-0.242238285306814,-0.242238285306814
1232,1,1.21923063138,"left",1.04210877519628,-0.0424211607927882,-0.0424211607927882
1232,1,1.43628436794,"left",-0.187921254543592,-0.0919973744803659,-0.0919973744803659
1232,1,2.52169840463,"right",-0.556930263465552,0.00724649130225871,0.00724649130225871
1232,1,0.968356090271,"left",0.263089756361027,-0.290642728299435,-0.290642728299435
1232,0,1.30266176806,"right",-0.679933266439539,-0.012126505944832,0.012126505944832
1232,1,2.60519695593,"right",-1.58195528824878,0.00897429919511518,0.00897429919511518
1232,1,1.03556675782,"left",0.222088755369698,-0.0574120591622609,-0.0574120591622609
1232,1,1.78699000272,"right",-0.0649182515696048,0.0699185658777722,0.0699185658777722
1232,1,1.93725348864,"left",0.0990857523957112,-0.0921795854603702,-0.0921795854603702
1232,1,1.20252289964,"left",0.0580847514043822,0.199411296669087,0.199411296669087
1232,1,1.00249149637,"right",-0.26992325652625,0.00498046006476691,0.00498046006476691
1232,1,1.35280601259,"right",0.304090757352356,0.0180764727698472,0.0180764727698472
1232,1,0.968677234168,"right",0.837103770239632,-0.0416847514713797,-0.0416847514713797
1232,1,0.952015583302,"right",0.427093760326343,0.144856224235766,0.144856224235766
1232,1,1.03560345186,"right",-0.228922255534921,0.0995173938482441,0.0995173938482441
1232,1,0.785078215179,"left",0.796102769248304,0.0163965333863422,0.0163965333863422
1232,1,2.02081433445,"left",-1.49995328626612,-0.083412399198481,-0.083412399198481
1232,1,0.818482300676,"left",0.673099766274317,-0.0141224935302713,-0.0141224935302713
1232,0,0.91864392509,"right",0.509095762309001,-1.52439953902158e-05,1.52439953902158e-05
1232,1,0.901937046693,"left",0.55009676330033,0.115374876195177,0.115374876195177
1232,0,0.851886670623,"right",-1.54095428725745,0.271556428304195,-0.271556428304195
1232,1,0.952618332566,"right",0.468094761317672,-0.0408834868139242,-0.0408834868139242
1232,0,1.88719344127,"right",1.16511177817027,-0.0819496484318946,0.0819496484318946
1232,1,0.751704281369,"left",1.16511177817027,0.166358574188416,0.166358574188416
1232,1,0.63478941323,"left",1.16511177817027,-0.333272215855818,-0.333272215855818
1232,1,0.635294311743,"left",1.16511177817027,0.225789110105824,0.225789110105824
1232,0,2.07082915429,"left",-1.49995328626612,0.15160895205371,-0.15160895205371
1232,1,2.40483729752,"left",-0.63893226544821,0.1870796202546,0.1870796202546
1232,1,1.0689153756,"left",0.673099766274317,-0.197986128644201,-0.197986128644201
1232,1,1.50310562363,"left",-0.474928261482894,-0.0192566475406051,-0.0192566475406051
1232,1,1.97069654376,"right",-1.17194527833549,0.0141303170243593,0.0141303170243593
1232,1,1.48642576797,"right",-0.228922255534921,0.0314303807981396,0.0314303807981396
1232,0,1.18602310074,"left",-0.351925258508908,-0.232820862024939,0.232820862024939
1232,1,0.768522379662,"right",1.16511177817026,-0.0070093250798368,-0.0070093250798368
1232,1,1.08567658392,"left",0.263089756361027,0.121951041054395,0.121951041054395
1232,1,0.735487225641,"left",1.12411077717894,-0.0780800431292961,-0.0780800431292961
1232,1,1.03593085365,"left",0.55009676330033,0.119904220635424,0.119904220635424
1232,0,1.0690146486,"right",-1.17194527833549,0.159867185722465,-0.159867185722465
1232,1,0.684627589703,"left",1.16511177817027,-0.0415269591589246,-0.0415269591589246
1232,1,1.08562595184,"right",1.00110777420495,-0.0713003586131583,-0.0713003586131583
1232,1,0.969349958101,"left",0.796102769248304,-0.0065053490780204,-0.0065053490780204
1232,1,1.15245545657,"left",-0.269923256526249,-0.0526453140933563,-0.0526453140933563
1232,1,1.01889600456,"left",0.0990857523957112,-0.17894340734815,-0.17894340734815
1232,1,1.30276701451,"left",0.673099766274317,-0.00375200360011208,-0.00375200360011208
1232,1,1.11903885528,"right",-1.54095428725745,0.472716937998525,0.472716937998525
1232,1,1.23627628957,"right",-1.25394728031815,0.280377918227902,0.280377918227902
1232,1,1.83674341314,"left",0.468094761317672,-0.210811607051154,-0.210811607051154
1232,1,2.27124797827,"right",0.14008675338704,-0.181813599727325,-0.181813599727325
1232,1,2.50497104585,"right",-0.187921254543592,0.208261561696396,0.208261561696396
1232,1,1.35280089249,"right",0.509095762309001,-0.100706724902453,-0.100706724902453
1232,1,0.935385790819,"right",1.16511177817026,-0.081998790971219,-0.081998790971219
1232,1,1.31946052376,"right",0.304090757352356,0.166862551413827,0.166862551413827
1232,1,2.08753176594,"left",-1.25394728031814,-0.00227416580586412,-0.00227416580586412
1232,1,0.902001901262,"left",-0.0649182515696048,0.0203231024276308,0.0203231024276308
1232,1,1.11906360242,"right",0.0580847514043822,0.200001363645661,0.200001363645661
1232,1,0.768439320302,"left",0.386092759335014,-0.235412955681415,-0.235412955681415
1232,1,0.885780578787,"right",0.796102769248303,0.310811541320359,0.310811541320359
1232,1,1.10248017527,"left",0.222088755369698,0.178350657081368,0.178350657081368
1232,1,1.20254537118,"right",0.796102769248303,0.302975231301262,0.302975231301262
1232,1,0.718349974599,"right",1.16511177817026,0.0429739624319978,0.0429739624319978
1232,1,1.5531696533,"left",0.632098765282988,-0.219731809365775,-0.219731809365775
1232,1,1.06896600767,"left",0.468094761317672,0.124298557369952,0.124298557369952
1232,1,0.718346845651,"left",1.16511177817027,-0.384650393579652,-0.384650393579652
1232,1,1.46968560894,"left",-1.37695028329213,-0.335997436283538,-0.335997436283538
1232,1,0.785048347944,"left",1.16511177817027,0.0073448524918051,0.0073448524918051
1232,1,0.751655924892,"right",-0.351925258508908,0.101485274419709,0.101485274419709
1232,1,3.02318408628,"right",-1.54095428725745,0.037152230515255,0.037152230515255
1232,1,1.23642278125,"left",-1.45895228527479,0.0202025416394637,0.0202025416394637
1232,1,2.63912186913,"right",-0.884938271396184,-0.0278127685088774,-0.0278127685088774
1232,1,2.68865568425,"left",-0.146920253552263,-0.180211969096827,-0.180211969096827
1232,1,2.37145596801,"left",-0.392926259500236,-0.0317087035243589,-0.0317087035243589
1232,1,2.60516936429,"right",-0.556930263465552,-0.0957270337484097,-0.0957270337484097
2261,1,1.66997885426,"right",-0.755324498196468,-8.2525307079936e-05,-8.2525307079936e-05
2261,1,1.13571217675,"right",0.761979339590269,-0.0665596570221233,-0.0665596570221233
2261,1,1.23580371157,"right",-1.15461498182456,-0.0308255809470304,-0.0308255809470304
2261,0,1.28596866198,"left",0.242901710873754,-0.0484742898738338,0.0484742898738338
2261,1,1.13561830947,"right",0.602263146139034,-0.0526624316596681,-0.0526624316596681
2261,1,1.26927337054,"right",0.72205029122746,-0.28158752265218,-0.28158752265218
2261,1,1.20279457117,"right",0.482476001050607,-0.149068851580069,-0.149068851580069
2261,0,1.33603490953,"left",1.28105696830678,0.154062814268984,-0.154062814268984
2261,0,1.75356425443,"left",-0.915040691647703,0.0613812233740365,-0.0613812233740365
2261,1,1.55331405546,"right",-1.47404736872703,-0.038009599726536,-0.038009599726536
2261,1,1.41960409625,"left",-1.11468593346175,0.307023957165577,0.307023957165577
2261,1,1.55367046668,"right",-1.55390546545264,0.0653887145070785,0.0653887145070785
2261,1,1.45299098134,"right",0.123114565785327,-0.19454284836695,-0.19454284836695
2261,0,1.21923329205,"left",0.322759807599371,0.046984135765757,-0.046984135765757
2261,1,1.35279761475,"right",0.961624581404314,-0.0292508106470761,-0.0292508106470761
2261,1,2.55508928485,"left",-1.19454403018736,0.169484876049394,0.169484876049394
2261,1,2.30449351206,"left",-1.51397641708984,0.0867517096165491,0.0867517096165491
2261,1,1.0689318643,"right",1.04148267812993,-0.0640326740551153,-0.0640326740551153
2261,1,1.8368916618,"left",-0.99489878837332,-0.0131301352648699,-0.0131301352648699
2261,1,1.75349314285,"left",0.442546952687798,0.36078183353049,0.36078183353049
2261,1,2.25448216266,"right",-1.23447307855017,-0.0590873043670335,-0.0590873043670335
2261,1,1.92046084853,"left",1.12134077485555,0.0817487137634411,0.0817487137634411
2261,1,1.83704725393,"left",-1.03482783673613,0.0690036075389229,0.0690036075389229
2261,1,1.73684706062,"left",-1.43411832036422,0.0718102226482964,0.0718102226482964
2261,1,2.43800634998,"left",-1.51397641708984,0.209564689402505,0.209564689402505
2261,1,1.15236224123,"right",0.00332742069690126,-0.126635596304427,-0.126635596304427
2261,0,1.7535591344,"right",0.801908387953078,-0.0642080038131498,0.0642080038131498
2261,0,2.77215310493,"right",-1.59383451381545,-0.0378019319018098,0.0378019319018098
2261,1,1.06884994376,"left",1.16126982321836,-0.0739826893738908,-0.0739826893738908
2261,0,2.40469398982,"right",-1.03482783673613,-0.076946519262149,0.076946519262149
2261,0,1.78690818813,"right",1.00155362976712,0.210571412377768,-0.210571412377768
2261,1,1.93716296668,"left",1.08141172649274,0.0562859756562723,0.0562859756562723
2261,1,1.736837105,"left",-1.51397641708984,-0.183197014765742,-0.183197014765742
2261,0,3.18954847562,"left",-1.63376356217826,-0.252004139707427,0.252004139707427
2261,0,1.40286130227,"right",-1.63376356217826,-0.0459150905313546,0.0459150905313546
2261,1,1.5367427826,"left",-1.63376356217826,0.202733078644748,0.202733078644748
2261,1,1.65332622976,"right",-1.07475688509894,0.500013808641302,0.500013808641302
2261,1,1.26961243053,"left",-1.55390546545264,0.127692654371991,0.127692654371991
2261,1,2.57171716252,"right",0.961624581404314,0.185506993038498,0.185506993038498
2261,1,2.08749113239,"right",-0.0366016276659076,0.233521811385538,0.233521811385538
2261,1,1.10230139817,"left",0.72205029122746,0.369558956189068,0.369558956189068
2261,1,1.62020814643,"right",-0.755324498196468,0.00772747344086859,0.00772747344086859
2261,1,0.868579833553,"right",0.482476001050607,-0.17562427113494,-0.17562427113494
2261,1,1.33596152238,"left",0.881766484678695,0.223869429945471,0.223869429945471
2261,1,2.05410623842,"right",-1.07475688509894,-0.115073534169477,-0.115073534169477
2261,1,1.88710724365,"right",0.682121242864651,-0.0920192901442167,-0.0920192901442167
2261,1,1.23584808519,"left",0.682121242864651,0.185219272394509,0.185219272394509
2261,0,2.65517996633,"right",-1.23447307855017,-0.0325695414089429,0.0325695414089429
2261,1,1.41903235918,"left",0.322759807599371,0.344950982868831,0.344950982868831
2261,0,2.33785963257,"left",0.322759807599371,-0.145314817835544,0.145314817835544
2261,1,1.45289654517,"right",1.16126982321836,-0.0418924458982116,-0.0418924458982116
2261,1,2.58842525405,"right",-1.59383451381545,0.0219411002708554,0.0219411002708554
2261,1,2.37144221672,"right",0.36268885596218,-0.0797934593467714,-0.0797934593467714
2261,1,3.0399647059,"right",-1.55390546545264,-0.0425384488730608,-0.0425384488730608
2261,0,2.28780846068,"right",-1.11468593346175,-0.0699414729640687,0.0699414729640687
2261,0,2.67186131991,"left",-1.07475688509894,-0.050080317956048,0.050080317956048
2261,0,1.8703781031,"left",0.242901710873754,-0.0316991202145382,0.0316991202145382
2261,1,1.05229744436,"right",-0.356034014568379,0.0788275629070646,0.0788275629070646
2261,1,1.31937688054,"right",0.72205029122746,-0.239089569231041,-0.239089569231041
2261,1,1.82029763324,"right",0.682121242864651,0.152870685928562,0.152870685928562
2261,1,0.885390041307,"left",-0.196317821117143,-0.0960067242196875,-0.0960067242196875
2261,1,1.58664234461,"right",1.12134077485555,0.31426616783148,0.31426616783148
2261,1,2.05417535887,"right",-0.635537353108041,0.0518673312408641,0.0518673312408641
2261,0,1.08573723647,"right",0.322759807599371,-0.074396410246862,0.074396410246862
2261,0,1.95388300496,"right",1.04148267812993,-0.312041841718734,0.312041841718734
2261,1,1.26970857338,"right",0.761979339590269,0.165390756708989,0.165390756708989
2261,1,1.31939252509,"left",-0.915040691647703,0.274705999677442,0.274705999677442
2261,1,2.58845483647,"right",-1.23447307855017,0.113498100143925,0.113498100143925
2261,0,1.15238129913,"left",-0.0366016276659076,0.0758803919551371,-0.0758803919551371
2261,1,2.05411107401,"left",0.841837436315886,0.0709985642341413,0.0709985642341413
2261,1,0.9852836015,"right",0.562334097776225,-0.0624714168114882,-0.0624714168114882
2261,1,1.13562286061,"left",0.442546952687798,0.120880448001469,0.120880448001469
2261,0,2.02070911326,"left",-0.915040691647703,-0.246286512016252,0.246286512016252
2261,0,3.67381916383,"left",-0.795253546559276,-0.161145394923701,0.161145394923701
2261,1,2.18762305858,"right",0.801908387953078,0.206374017110334,0.206374017110334
2261,1,1.15241344157,"left",1.40084411339521,0.205007212486441,0.205007212486441
2261,1,1.38617084642,"left",1.20119887158117,0.269223676604618,0.269223676604618
2261,1,3.25633760591,"right",0.163043614148136,-0.0146424184129064,-0.0146424184129064
2261,0,1.48666060606,"right",0.602263146139034,-0.188379305722122,0.188379305722122
2261,1,1.95385740479,"right",0.72205029122746,0.2133574124854,0.2133574124854
2261,1,1.30267646907,"left",1.16126982321836,0.0901112456687137,0.0901112456687137
2261,0,1.603226702,"right",-0.356034014568379,-0.444979154756343,0.444979154756343
2261,0,1.92054191572,"left",-0.31610496620557,-0.126175433833515,0.126175433833515
2261,1,1.20257554752,"left",-1.11468593346175,0.450681326201631,0.450681326201631
2261,1,1.41965245213,"left",0.801908387953078,0.211439999856633,0.211439999856633
2261,1,1.87039232541,"left",1.20119887158117,-0.00801055495733948,-0.00801055495733948
2261,1,1.97056009184,"right",0.442546952687798,0.369385944892913,0.369385944892913
2261,0,0.901873704703,"right",-0.116459724391525,-0.0277918653007404,0.0277918653007404
2261,0,2.13751983302,"right",-1.07475688509894,-0.230837577688528,0.230837577688528
2261,0,2.0039455547,"right",-1.27440212691298,0.0618558972377158,-0.0618558972377158
2261,1,1.01878284288,"left",0.761979339590269,-0.147681445644265,-0.147681445644265
2261,1,1.46964815699,"right",0.482476001050607,0.183929854077282,0.183929854077282
2261,1,1.90378148607,"left",-0.475821159656805,-0.0370205256557468,-0.0370205256557468
2261,1,1.15222684479,"left",-1.51397641708984,-0.0137499843036709,-0.0137499843036709
2261,0,1.85381280361,"right",-0.595608304745232,-0.164070866115692,0.164070866115692
2261,1,2.03742204038,"left",-0.755324498196467,0.105254807182832,0.105254807182832
2261,0,2.27114815613,"right",0.682121242864651,-0.0918470171958244,0.0918470171958244
2261,0,1.803617133,"right",-1.07475688509894,0.218973713036384,-0.218973713036384
2261,1,3.47343129285,"right",-1.43411832036422,0.101242681439951,0.101242681439951
